name	family	genus	species
A36R_scaffold298|length_1049	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold466|length_520	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold465|length_520	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold464|length_520	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold463|length_520	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold462|length_520	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold459|length_521	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold210|length_1686	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A47R_scaffold2368|length_550	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A53R_scaffold1|length_3658	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold1006|length_603	Virgaviridae	Tobamovirus	Tomato mosaic virus
A2R_scaffold2639|length_546	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold274|length_1084	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold2392|length_503	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A57R_scaffold12|length_1542	Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus
A14R_scaffold2021|length_515	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold190|length_1561	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold331|length_516	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold513|length_501	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold641|length_574	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold442|length_530	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold764|length_508	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold2785|length_512	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold11|length_2550	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A56R_scaffold238|length_1012	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A25R_scaffold2113|length_524	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A16R_scaffold2634|length_510	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold590|length_1014	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A38R_scaffold607|length_1001	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold858|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1459|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1463|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold852|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A32R_scaffold1439|length_521	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold3|length_3425	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A58R_scaffold731|length_517	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold82|length_2446	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold656|length_969	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold652|length_969	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold130|length_1043	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold67|length_1961	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A38R_scaffold88|length_2414	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold87|length_2414	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold86|length_2414	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold85|length_2414	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold162|length_1091	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A40R_scaffold5|length_3369	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold370|length_963	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold245|length_1003	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold4|length_3871	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold2169|length_531	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A13R_scaffold567|length_979	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A38R_scaffold267|length_1507	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold285|length_1467	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold331|length_1357	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold294|length_1426	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold379|length_1281	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold386|length_1274	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold397|length_1251	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold471|length_1130	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold469|length_1136	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold57|length_1908	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold1371|length_673	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold344|length_993	Virgaviridae	Tobamovirus	Tomato mosaic virus
A9R_scaffold364|length_936	Virgaviridae	Tobamovirus	Tomato mosaic virus
A32R_scaffold8|length_2336	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold740|length_916	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A22R_scaffold207|length_1412	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold3|length_4222	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold70|length_2844	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold232|length_911	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold231|length_911	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold230|length_911	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1437|length_512	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold8|length_5549	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A4R_scaffold181|length_940	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A42R_scaffold465|length_935	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold272|length_949	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold19|length_4066	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold13|length_4066	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold788|length_915	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A41R_scaffold21|length_1778	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A60R_scaffold172|length_905	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A57R_scaffold101|length_905	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A34R_scaffold442|length_905	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A30R_scaffold480|length_912	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A23R_scaffold530|length_913	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold754|length_931	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold78|length_1782	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold141|length_1767	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold76|length_1343	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold99|length_907	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold39|length_3960	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold99|length_1752	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold293|length_1323	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold2097|length_542	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold220|length_1306	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold894|length_501	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold25|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold3|length_3871	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A34R_scaffold471|length_883	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold17|length_2531	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold327|length_1274	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold98|length_2083	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold161|length_1663	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold1571|length_516	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold173|length_1065	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold174|length_1063	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold171|length_1066	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold822|length_519	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A25R_scaffold196|length_1267	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold729|length_922	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2563|length_533	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold136|length_1887	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A29R_scaffold642|length_841	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A42R_scaffold9|length_3742	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A47R_scaffold228|length_1254	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold699|length_942	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold279|length_876	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold276|length_879	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold89|length_2413	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold334|length_839	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold112|length_1583	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold100|length_2082	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold99|length_2082	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold97|length_2083	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold129|length_1649	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold1179|length_730	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold91|length_1349	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold90|length_1349	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold89|length_1349	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold314|length_832	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A56R_scaffold156|length_1246	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A45R_scaffold116|length_864	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold37|length_3996	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold18|length_4066	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold17|length_4066	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold14|length_4066	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold760|length_927	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A45R_scaffold129|length_827	Virgaviridae	Tobamovirus	Tomato mosaic virus
A41R_scaffold322|length_828	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A45R_scaffold165|length_787	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold689|length_797	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold688|length_797	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold172|length_1181	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold171|length_1181	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1052|length_810	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold1|length_4351	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A32R_scaffold28|length_1979	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A45R_scaffold172|length_775	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold171|length_775	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold170|length_775	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold7|length_3493	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A1R_scaffold607|length_771	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold2402|length_502	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold310|length_1299	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A45R_scaffold119|length_852	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold112|length_1964	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold111|length_1964	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold110|length_1964	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold109|length_1964	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold108|length_1964	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold3|length_3496	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold162|length_797	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold25|length_2161	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold33|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold32|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold31|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold30|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold29|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold28|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold27|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold24|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold281|length_1260	Virgaviridae	Tobamovirus	Tomato mosaic virus
A16R_scaffold1167|length_784	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold706|length_787	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A36R_scaffold434|length_891	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A59R_scaffold14|length_1547	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold57|length_3491	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold105|length_1530	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold58|length_3472	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold55|length_1909	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold54|length_1909	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A26R_scaffold1209|length_763	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold2011|length_551	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold2179|length_530	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A57R_scaffold5|length_2335	Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus
A28R_scaffold160|length_1492	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1297|length_746	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold84|length_1947	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A26R_scaffold469|length_1089	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A58R_scaffold396|length_726	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A28R_scaffold792|length_742	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A5R_scaffold49|length_2609	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold141|length_1600	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold2051|length_547	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold1464|length_503	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold31|length_2194	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold624|length_762	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold544|length_813	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold543|length_813	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold541|length_813	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold659|length_747	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold157|length_1501	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold188|length_1401	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold276|length_1202	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold261|length_1220	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold254|length_1231	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold555|length_885	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold166|length_1828	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold159|length_1828	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1364|length_526	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold42|length_3862	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold159|length_1083	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A38R_scaffold16|length_4066	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold15|length_4066	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold686|length_733	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A39R_scaffold239|length_717	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold224|length_1441	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold137|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold136|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold143|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold142|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold141|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold140|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold139|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold135|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold134|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold138|length_820	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold132|length_1801	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold189|length_757	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold243|length_712	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold46|length_2454	Virgaviridae	Tobamovirus	Tomato mosaic virus
A57R_scaffold6|length_1870	Bromoviridae	Ilarvirus	Prunus necrotic ringspot virus
A38R_scaffold1225|length_715	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold97|length_1752	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold90|length_1777	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold222|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold221|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold220|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold219|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold218|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold217|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold216|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold215|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold214|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold213|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold212|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold69|length_2845	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold235|length_1418	Virgaviridae	Tobamovirus	Tomato mosaic virus
