name	circle	family	raw_family
A11D_scaffold1700|length_1428	linear	unknown	unknown
A11D_scaffold1717|length_1420	linear	unknown	unknown
A11D_scaffold1718|length_1420	linear	unknown	unknown
A11D_scaffold1745|length_1406	linear	unknown	unknown
A11D_scaffold1754|length_1404	linear	unknown	unknown
A11D_scaffold1758|length_1403	linear	unknown	unknown
A11D_scaffold1781|length_1396	linear	unknown	unknown
A11D_scaffold1794|length_1389	circular	unknown	unknown
A11D_scaffold1797|length_1388	linear	unknown	unknown
A11D_scaffold1799|length_1387	circular	unknown	unknown
A11D_scaffold1801|length_1387	linear	unknown	unknown
A11D_scaffold1804|length_1386	linear	unknown	unknown
A11D_scaffold1815|length_1383	linear	unknown	unknown
A11D_scaffold1818|length_1382	linear	unknown	unknown
A11D_scaffold1826|length_1380	circular	unknown	unknown
A11D_scaffold1832|length_1378	circular	unknown	unknown
A11D_scaffold1834|length_1378	linear	unknown	unknown
A11D_scaffold1837|length_1378	circular	unknown	unknown
A11D_scaffold1840|length_1377	linear	unknown	unknown
A11D_scaffold1860|length_1370	linear	unknown	unknown
A11D_scaffold1877|length_1365	circular	unknown	unknown
A11D_scaffold1886|length_1361	circular	unknown	unknown
A11D_scaffold1887|length_1360	linear	unknown	unknown
A11D_scaffold1888|length_1360	linear	unknown	unknown
A11D_scaffold1903|length_1355	linear	unknown	unknown
A11D_scaffold1908|length_1354	linear	unknown	unknown
A11D_scaffold1930|length_1346	linear	unknown	unknown
A11D_scaffold1935|length_1343	linear	unknown	unknown
A11D_scaffold1939|length_1341	linear	unknown	unknown
A11D_scaffold1941|length_1341	linear	unknown	unknown
A11D_scaffold1948|length_1339	linear	unknown	unknown
A11D_scaffold1977|length_1332	linear	unknown	unknown
A11D_scaffold2029|length_1314	linear	unknown	unknown
A11D_scaffold2038|length_1311	linear	unknown	unknown
A11D_scaffold2045|length_1309	linear	unknown	unknown
A11D_scaffold2046|length_1309	linear	unknown	unknown
A11D_scaffold2047|length_1308	circular	unknown	unknown
A11D_scaffold2060|length_1304	linear	unknown	unknown
A11D_scaffold2063|length_1303	linear	unknown	unknown
A11D_scaffold2064|length_1303	linear	unknown	unknown
A11D_scaffold2077|length_1296	linear	unknown	unknown
A11D_scaffold2084|length_1294	linear	unknown	unknown
A11D_scaffold2088|length_1293	linear	unknown	unknown
A11D_scaffold2094|length_1293	linear	unknown	unknown
A11D_scaffold2104|length_1289	linear	unknown	unknown
A11D_scaffold2113|length_1287	linear	unknown	unknown
A11D_scaffold2135|length_1279	linear	unknown	unknown
A11D_scaffold2139|length_1278	linear	unknown	unknown
A11D_scaffold2154|length_1273	linear	unknown	unknown
A11D_scaffold2171|length_1265	linear	unknown	unknown
A11D_scaffold2179|length_1261	linear	unknown	unknown
A11D_scaffold2188|length_1258	linear	unknown	unknown
A11D_scaffold2211|length_1253	linear	unknown	unknown
A11D_scaffold2212|length_1253	linear	unknown	unknown
A11D_scaffold2216|length_1252	linear	unknown	unknown
A11D_scaffold2220|length_1251	linear	unknown	unknown
A11D_scaffold2234|length_1246	linear	unknown	unknown
A11D_scaffold2244|length_1241	linear	unknown	unknown
A11D_scaffold2250|length_1240	linear	unknown	unknown
A11D_scaffold2281|length_1232	linear	unknown	unknown
A11D_scaffold2284|length_1230	linear	unknown	unknown
A11D_scaffold2295|length_1227	linear	unknown	unknown
A11D_scaffold2298|length_1226	linear	unknown	unknown
A11D_scaffold2301|length_1226	linear	unknown	unknown
A11D_scaffold2302|length_1226	linear	unknown	unknown
A11D_scaffold2303|length_1225	linear	unknown	unknown
A11D_scaffold2313|length_1222	linear	unknown	unknown
A11D_scaffold2317|length_1222	linear	unknown	unknown
A11D_scaffold2324|length_1219	linear	unknown	unknown
A11D_scaffold2327|length_1218	linear	unknown	unknown
A11D_scaffold2332|length_1216	linear	unknown	unknown
A11D_scaffold2368|length_1207	linear	unknown	unknown
A11D_scaffold2378|length_1205	linear	unknown	unknown
A11D_scaffold2390|length_1203	linear	unknown	unknown
A11D_scaffold2404|length_1201	linear	unknown	unknown
A11D_scaffold2426|length_1194	linear	unknown	unknown
A11D_scaffold2441|length_1190	linear	unknown	unknown
A11D_scaffold2446|length_1189	linear	unknown	unknown
A11D_scaffold2455|length_1186	linear	unknown	unknown
A11D_scaffold2459|length_1185	linear	unknown	unknown
A11D_scaffold2498|length_1178	linear	unknown	unknown
A11D_scaffold2499|length_1178	circular	unknown	unknown
A11D_scaffold2500|length_1178	linear	unknown	unknown
A11D_scaffold2503|length_1178	linear	unknown	unknown
A11D_scaffold2509|length_1177	linear	unknown	unknown
A11D_scaffold2510|length_1176	circular	unknown	unknown
A11D_scaffold2513|length_1176	linear	unknown	unknown
A11D_scaffold2514|length_1175	linear	unknown	unknown
A11D_scaffold2522|length_1174	linear	unknown	unknown
A11D_scaffold2569|length_1162	linear	unknown	unknown
A11D_scaffold2583|length_1160	linear	unknown	unknown
A11D_scaffold2603|length_1154	linear	unknown	unknown
A11D_scaffold2606|length_1153	circular	unknown	unknown
A11D_scaffold2609|length_1153	linear	unknown	unknown
A11D_scaffold2622|length_1150	linear	unknown	unknown
A11D_scaffold2642|length_1146	circular	unknown	unknown
A11D_scaffold2646|length_1145	circular	unknown	unknown
A11D_scaffold2661|length_1143	circular	unknown	unknown
A11D_scaffold2680|length_1137	linear	unknown	unknown
A11D_scaffold2681|length_1137	linear	unknown	unknown
A11D_scaffold2694|length_1134	circular	unknown	unknown
A11D_scaffold2710|length_1130	linear	unknown	unknown
A11D_scaffold2731|length_1123	linear	unknown	unknown
A11D_scaffold2745|length_1120	linear	unknown	unknown
A11D_scaffold2751|length_1119	linear	unknown	unknown
A11D_scaffold2758|length_1118	linear	unknown	unknown
A11D_scaffold2767|length_1116	circular	unknown	unknown
A11D_scaffold2768|length_1116	linear	unknown	unknown
A11D_scaffold2775|length_1113	linear	unknown	unknown
A11D_scaffold2791|length_1110	linear	unknown	unknown
A11D_scaffold2798|length_1110	linear	unknown	unknown
A11D_scaffold2799|length_1109	circular	unknown	unknown
A11D_scaffold2844|length_1102	linear	unknown	unknown
A11D_scaffold2847|length_1101	linear	unknown	unknown
A11D_scaffold2849|length_1100	linear	unknown	unknown
A11D_scaffold2872|length_1097	linear	unknown	unknown
A11D_scaffold2874|length_1097	linear	unknown	unknown
A11D_scaffold2891|length_1093	linear	unknown	unknown
A11D_scaffold2923|length_1087	linear	unknown	unknown
A11D_scaffold2927|length_1086	linear	unknown	unknown
A11D_scaffold2936|length_1084	linear	unknown	unknown
A11D_scaffold2942|length_1082	linear	unknown	unknown
A11D_scaffold2944|length_1082	circular	unknown	unknown
A11D_scaffold2951|length_1081	circular	unknown	unknown
A11D_scaffold2953|length_1081	linear	unknown	unknown
A11D_scaffold2957|length_1080	linear	unknown	unknown
A11D_scaffold2970|length_1076	linear	unknown	unknown
A11D_scaffold2972|length_1075	linear	unknown	unknown
A11D_scaffold2989|length_1072	linear	unknown	unknown
A11D_scaffold2996|length_1071	linear	unknown	unknown
A11D_scaffold3005|length_1069	linear	unknown	unknown
A11D_scaffold3022|length_1067	linear	unknown	unknown
A11D_scaffold3023|length_1066	linear	unknown	unknown
A11D_scaffold3051|length_1061	linear	unknown	unknown
A11D_scaffold3058|length_1060	circular	unknown	unknown
A11D_scaffold3079|length_1057	circular	unknown	unknown
A11D_scaffold3083|length_1056	linear	unknown	unknown
A11D_scaffold3098|length_1052	linear	unknown	unknown
A11D_scaffold3102|length_1052	linear	unknown	unknown
A11D_scaffold3122|length_1047	linear	unknown	unknown
A11D_scaffold3131|length_1045	linear	unknown	unknown
A11D_scaffold3133|length_1045	linear	unknown	unknown
A11D_scaffold3135|length_1045	linear	unknown	unknown
A11D_scaffold3138|length_1045	linear	unknown	unknown
A11D_scaffold3152|length_1043	linear	unknown	unknown
A11D_scaffold3168|length_1041	linear	unknown	unknown
A11D_scaffold3176|length_1040	linear	unknown	unknown
A11D_scaffold3180|length_1039	linear	unknown	unknown
A11D_scaffold3199|length_1036	circular	unknown	unknown
A11D_scaffold3204|length_1035	linear	unknown	unknown
A11D_scaffold3208|length_1034	linear	unknown	unknown
A11D_scaffold3216|length_1032	circular	unknown	unknown
A11D_scaffold3249|length_1027	linear	unknown	unknown
A11D_scaffold3277|length_1024	linear	unknown	unknown
A11D_scaffold3278|length_1024	linear	unknown	unknown
A11D_scaffold3285|length_1022	linear	unknown	unknown
A11D_scaffold3291|length_1021	linear	unknown	unknown
A11D_scaffold3303|length_1018	linear	unknown	unknown
A11D_scaffold3347|length_1012	linear	unknown	unknown
A11D_scaffold3383|length_1007	linear	unknown	unknown
A11D_scaffold3391|length_1006	circular	unknown	unknown
A11D_scaffold3407|length_1002	linear	unknown	unknown
A11D_scaffold3413|length_1001	linear	unknown	unknown
A11D_scaffold3429|length_1000	linear	unknown	unknown
A12D_scaffold22|length_12775	circular	unknown	unknown
A12D_scaffold32|length_10505	linear	unknown	unknown
A12D_scaffold65|length_7729	linear	unknown	unknown
A12D_scaffold71|length_7588	linear	unknown	unknown
A12D_scaffold76|length_7168	linear	unknown	unknown
A12D_scaffold87|length_6886	linear	unknown	unknown
A12D_scaffold91|length_6686	linear	unknown	unknown
A12D_scaffold93|length_6614	linear	unknown	unknown
A12D_scaffold99|length_6371	linear	unknown	unknown
A12D_scaffold116|length_5952	circular	unknown	unknown
A12D_scaffold129|length_5625	linear	unknown	unknown
A12D_scaffold141|length_5333	circular	unknown	unknown
A12D_scaffold164|length_5095	linear	unknown	unknown
A12D_scaffold179|length_4730	linear	unknown	unknown
A12D_scaffold182|length_4706	linear	unknown	unknown
A12D_scaffold195|length_4564	linear	unknown	unknown
A12D_scaffold202|length_4475	linear	unknown	unknown
A12D_scaffold206|length_4390	circular	unknown	unknown
A12D_scaffold234|length_4114	linear	unknown	unknown
A12D_scaffold261|length_3881	linear	unknown	unknown
A12D_scaffold300|length_3570	linear	unknown	unknown
A12D_scaffold312|length_3513	linear	unknown	unknown
A12D_scaffold321|length_3472	circular	unknown	unknown
A12D_scaffold332|length_3405	linear	unknown	unknown
A12D_scaffold339|length_3381	linear	unknown	unknown
A12D_scaffold385|length_3185	linear	unknown	unknown
A12D_scaffold392|length_3161	linear	unknown	unknown
A12D_scaffold395|length_3148	linear	unknown	unknown
A12D_scaffold399|length_3121	linear	unknown	unknown
A12D_scaffold400|length_3114	linear	unknown	unknown
A12D_scaffold410|length_3061	linear	unknown	unknown
A12D_scaffold419|length_2996	linear	unknown	unknown
A12D_scaffold420|length_2990	linear	unknown	unknown
A12D_scaffold423|length_2988	linear	unknown	unknown
A12D_scaffold426|length_2978	linear	unknown	unknown
A12D_scaffold434|length_2931	circular	unknown	unknown
A12D_scaffold457|length_2846	circular	unknown	unknown
A12D_scaffold481|length_2750	circular	unknown	unknown
A12D_scaffold491|length_2724	linear	unknown	unknown
A12D_scaffold509|length_2688	linear	unknown	unknown
A12D_scaffold517|length_2656	linear	unknown	unknown
A12D_scaffold534|length_2588	linear	unknown	unknown
A12D_scaffold541|length_2570	linear	unknown	unknown
A12D_scaffold549|length_2555	linear	unknown	unknown
A12D_scaffold560|length_2532	linear	unknown	unknown
A12D_scaffold564|length_2525	circular	unknown	unknown
A12D_scaffold583|length_2467	linear	unknown	unknown
A12D_scaffold589|length_2460	linear	unknown	unknown
A12D_scaffold624|length_2365	linear	unknown	unknown
A12D_scaffold645|length_2304	linear	unknown	unknown
A12D_scaffold655|length_2281	linear	unknown	unknown
A12D_scaffold659|length_2274	linear	unknown	unknown
A12D_scaffold661|length_2273	linear	unknown	unknown
A12D_scaffold671|length_2251	linear	unknown	unknown
A12D_scaffold677|length_2240	circular	unknown	unknown
A12D_scaffold681|length_2236	linear	unknown	unknown
A12D_scaffold701|length_2175	circular	unknown	unknown
A12D_scaffold765|length_2034	circular	unknown	unknown
A12D_scaffold767|length_2032	linear	unknown	unknown
A12D_scaffold779|length_2016	linear	unknown	unknown
A12D_scaffold785|length_2005	linear	unknown	unknown
A12D_scaffold823|length_1943	linear	unknown	unknown
A12D_scaffold824|length_1943	linear	unknown	unknown
A12D_scaffold830|length_1933	linear	unknown	unknown
A12D_scaffold834|length_1924	linear	unknown	unknown
A12D_scaffold840|length_1921	linear	unknown	unknown
A12D_scaffold873|length_1863	linear	unknown	unknown
A12D_scaffold896|length_1828	linear	unknown	unknown
A12D_scaffold905|length_1815	circular	unknown	unknown
A12D_scaffold920|length_1797	linear	unknown	unknown
A12D_scaffold931|length_1780	linear	unknown	unknown
A12D_scaffold945|length_1769	linear	unknown	unknown
A12D_scaffold1002|length_1716	circular	unknown	unknown
A12D_scaffold1004|length_1715	linear	unknown	unknown
A12D_scaffold1050|length_1663	linear	unknown	unknown
A12D_scaffold1053|length_1661	linear	unknown	unknown
A12D_scaffold1055|length_1660	linear	unknown	unknown
A12D_scaffold1063|length_1655	linear	unknown	unknown
A12D_scaffold1084|length_1642	linear	unknown	unknown
A12D_scaffold1094|length_1635	linear	unknown	unknown
A12D_scaffold1139|length_1587	linear	unknown	unknown
A12D_scaffold1157|length_1573	linear	unknown	unknown
A12D_scaffold1159|length_1570	linear	unknown	unknown
A12D_scaffold1162|length_1570	linear	unknown	unknown
A12D_scaffold1178|length_1560	linear	unknown	unknown
A12D_scaffold1187|length_1556	circular	unknown	unknown
A12D_scaffold1193|length_1553	linear	unknown	unknown
A12D_scaffold1209|length_1539	linear	unknown	unknown
A12D_scaffold1210|length_1539	linear	unknown	unknown
A12D_scaffold1211|length_1535	linear	unknown	unknown
A12D_scaffold1224|length_1528	linear	unknown	unknown
A12D_scaffold1235|length_1517	linear	unknown	unknown
A12D_scaffold1240|length_1514	linear	unknown	unknown
A12D_scaffold1252|length_1505	linear	unknown	unknown
A12D_scaffold1257|length_1502	linear	unknown	unknown
A12D_scaffold1269|length_1487	linear	unknown	unknown
A12D_scaffold1276|length_1481	linear	unknown	unknown
A12D_scaffold1288|length_1466	linear	unknown	unknown
A12D_scaffold1293|length_1466	linear	unknown	unknown
A12D_scaffold1319|length_1446	circular	unknown	unknown
A12D_scaffold1321|length_1446	linear	unknown	unknown
A12D_scaffold1332|length_1438	linear	unknown	unknown
A12D_scaffold1380|length_1406	linear	unknown	unknown
A12D_scaffold1405|length_1390	linear	unknown	unknown
A12D_scaffold1410|length_1385	linear	unknown	unknown
A12D_scaffold1417|length_1380	linear	unknown	unknown
A12D_scaffold1424|length_1373	linear	unknown	unknown
A12D_scaffold1460|length_1354	linear	unknown	unknown
A12D_scaffold1470|length_1349	circular	unknown	unknown
A12D_scaffold1516|length_1328	linear	unknown	unknown
A12D_scaffold1519|length_1326	linear	unknown	unknown
A12D_scaffold1562|length_1309	linear	unknown	unknown
A12D_scaffold1578|length_1302	linear	unknown	unknown
A12D_scaffold1582|length_1299	linear	unknown	unknown
A12D_scaffold1590|length_1295	linear	unknown	unknown
A12D_scaffold1592|length_1295	linear	unknown	unknown
A12D_scaffold1594|length_1291	linear	unknown	unknown
A12D_scaffold1601|length_1287	linear	unknown	unknown
A12D_scaffold1653|length_1267	linear	unknown	unknown
A12D_scaffold1657|length_1266	linear	unknown	unknown
A12D_scaffold1674|length_1256	linear	unknown	unknown
A12D_scaffold1695|length_1244	linear	unknown	unknown
A12D_scaffold1697|length_1244	linear	unknown	unknown
A12D_scaffold1714|length_1236	linear	unknown	unknown
A12D_scaffold1716|length_1236	linear	unknown	unknown
A12D_scaffold1717|length_1236	linear	unknown	unknown
A12D_scaffold1732|length_1229	linear	unknown	unknown
A12D_scaffold1754|length_1218	linear	unknown	unknown
A12D_scaffold1757|length_1217	linear	unknown	unknown
A12D_scaffold1783|length_1210	linear	unknown	unknown
A12D_scaffold1790|length_1209	linear	unknown	unknown
A12D_scaffold1805|length_1203	linear	unknown	unknown
A12D_scaffold1815|length_1198	linear	unknown	unknown
A12D_scaffold1833|length_1193	linear	unknown	unknown
A12D_scaffold1842|length_1190	linear	unknown	unknown
A12D_scaffold1847|length_1188	linear	unknown	unknown
A12D_scaffold1861|length_1181	linear	unknown	unknown
A12D_scaffold1875|length_1173	linear	unknown	unknown
A12D_scaffold1888|length_1167	linear	unknown	unknown
A12D_scaffold1890|length_1166	linear	unknown	unknown
A12D_scaffold1892|length_1166	circular	unknown	unknown
A12D_scaffold1912|length_1159	linear	unknown	unknown
A12D_scaffold1914|length_1157	linear	unknown	unknown
A12D_scaffold1916|length_1157	linear	unknown	unknown
A12D_scaffold1934|length_1150	linear	unknown	unknown
A12D_scaffold1949|length_1145	linear	unknown	unknown
A12D_scaffold1971|length_1138	linear	unknown	unknown
A12D_scaffold1985|length_1133	linear	unknown	unknown
A12D_scaffold2025|length_1120	linear	unknown	unknown
A12D_scaffold2079|length_1097	linear	unknown	unknown
A12D_scaffold2085|length_1096	linear	unknown	unknown
A12D_scaffold2098|length_1094	linear	unknown	unknown
A12D_scaffold2102|length_1093	linear	unknown	unknown
A12D_scaffold2140|length_1079	circular	unknown	unknown
A12D_scaffold2171|length_1070	linear	unknown	unknown
A12D_scaffold2173|length_1070	linear	unknown	unknown
A12D_scaffold2190|length_1065	linear	unknown	unknown
A12D_scaffold2209|length_1057	linear	unknown	unknown
A12D_scaffold2217|length_1055	linear	unknown	unknown
A12D_scaffold2224|length_1054	linear	unknown	unknown
A12D_scaffold2230|length_1052	linear	unknown	unknown
A12D_scaffold2241|length_1048	linear	unknown	unknown
